ID,Category,Clause_Name,Language,Keywords,Risk_Score,Impact_Level,Reason,Recommendation,Business_Impact
30,Dangerous,Broad Communication Interception,ID,intersepsi komunikasi luas,20,High,Hak untuk memantau dan merekam semua komunikasi proyek.,Batasi pemantauan hanya pada log keamanan kritis.,Hilangnya privasi dan paparan rahasia dagang.
31,Dangerous,Broad Confidentiality Definition,EN,"confidentiality scope, definition, all information, proprietary info",15,Medium,Defines confidential information so broadly that it includes public or unrelated industry information.,Exclude standard items like public knowledge or information received from third parties.,Exposure to liability for discussing general industry practices or public facts.
32,Dangerous,Broad Confidentiality Definition,FR,"définition confidentialité large, portée, toute information, secret",15,Medium,Définit les informations confidentielles si largement qu'elles incluent des données publiques.,Exclure les éléments standards comme les connaissances publiques ou obtenues de tiers.,Risque de responsabilité pour avoir discuté de pratiques générales de l'industrie.
33,Dangerous,Broad Confidentiality Definition,ID,"definisi kerahasiaan luas, ruang lingkup rahasia, informasi komersial",15,Medium,Mendefinisikan informasi rahasia secara sangat luas hingga mencakup informasi publik atau industri tidak terkait.,Kecualikan item standar seperti pengetahuan publik atau informasi yang diterima dari pihak ketiga.,Paparan tanggung jawab karena membahas praktik industri umum atau fakta publik.
34,Dangerous,Broad Cross-Default,EN,"cross-default, trigger default, other agreements, contract link",20,High,Triggers a default under the loan agreement if the borrower defaults on any unrelated contract with third parties.,Limit cross-default only to other material debt agreements above a specific dollar threshold.,A minor dispute with an unrelated vendor could trigger full loan foreclosure.
35,Dangerous,Broad Cross-Default,FR,"défaut croisé large, déclencheur défaut, autres contrats",20,High,Déclenche un défaut sous le prêt si l'emprunteur fait défaut sur un contrat tiers non lié.,Limiter le défaut croisé aux autres prêts importants dépassant un certain seuil.,Un différend mineur avec un fournisseur tiers peut déclencher le remboursement immédiat du prêt.
36,Dangerous,Broad Cross-Default,ID,"gagal bayar silang luas, pemicu default, perjanjian lain",20,High,Memicu gagal bayar di bawah perjanjian pinjaman jika peminjam gagal bayar pada kontrak tidak terkait dengan pihak ketiga.,Batasi gagal bayar silang hanya pada perjanjian utang material lain di atas ambang batas dolar tertentu.,Perselisihan kecil dengan vendor tidak terkait dapat memicu penyitaan pinjaman penuh.
37,Dangerous,Broad Debt Collection Cost Shifting,EN,"collection costs, enforcement expenses, borrower pays fees, legal costs shifting",20,High,"Forces the borrower to pay all enforcement and collection costs, including speculative third-party fees, without reasonableness standards.","Limit shifted collection costs to reasonable, court-approved attorney fees and actual out-of-pocket expenses.",Massive additional debt burden that can double the outstanding principal during disputes.
38,Dangerous,Broad Debt Collection Cost Shifting,FR,"transfert frais recouvrement, frais d'exécution, emprunteur paie frais",20,High,"Force l'emprunteur à payer tous les frais de recouvrement, y compris des commissions de tiers injustifiées.",Limiter les frais de recouvrement aux honoraires d'avocat raisonnables approuvés par le tribunal.,Charge financière supplémentaire massive qui peut doubler la dette principale lors d'un litige.
39,Dangerous,Broad Debt Collection Cost Shifting,ID,"pengalihan biaya penagihan utang, biaya penegakan, peminjam bayar fee hukum",20,High,"Memaksa peminjam membayar semua biaya penegakan hukum dan penagihan, termasuk biaya spekulatif pihak ketiga, tanpa standar kewajaran.",Batasi biaya penagihan yang dialihkan pada biaya pengacara wajar yang disetujui pengadilan dan pengeluaran aktual.,Beban utang tambahan besar yang dapat menggandakan sisa pokok pinjaman selama perselisihan.
40,Dangerous,Broad Deductions from Wages,EN,"wage deductions, deduct pay, company property loss, salary offsets",20,High,"Allows the employer to make broad deductions from wages for damage, losses, or errors without verification.",Limit deductions strictly to cases of proven intentional damage and comply with local labor laws.,Unpredictable reduction in take-home pay and potential labor law violations.
41,Dangerous,Broad Deductions from Wages,FR,"retenue sur salaire large, déduction salaire, perte matériel",20,High,Permet à l'employeur d'effectuer de larges retenues sur salaire pour dommages ou pertes sans vérification.,Limiter les retenues aux cas de faute lourde avérée et respecter le code du travail.,Baisse imprévisible du salaire net et violations potentielles du droit du travail.
42,Dangerous,Broad Deductions from Wages,ID,"potongan upah luas, potong gaji, kehilangan aset, offset gaji",20,High,"Mengizinkan pemberi kerja memotong gaji secara luas atas kerusakan, kehilangan, atau kesalahan tanpa verifikasi.",Batasi pemotongan hanya pada kasus kerusakan disengaja yang terbukti dan patuhi undang-undang ketenagakerjaan.,Pengurangan gaji bersih yang tidak terduga dan potensi pelanggaran hukum tenaga kerja.
43,Dangerous,Broad Escrow Release,EN,"escrow, release, code",20,High,Release code easily.,Narrow to bankruptcy.,Loss of code control.
44,Dangerous,Broad Escrow Release,FR,"escrow, libération, code",20,High,Libération facile du code source.,Limiter à la faillite.,Perte de contrôle du code.
45,Dangerous,Broad Escrow Release,ID,pelepasan escrow luas,20,High,Lepas kode dengan mudah.,Persempit pada bangkrut.,Hilang kendali kode.
46,Dangerous,Broad Force Majeure Definition,EN,"including but not limited to, any event, outside control, labor dispute",15,Medium,Includes events like 'strikes' or 'market conditions' that should be manageable.,Narrow the definition to truly unforeseeable and catastrophic events.,The counterparty escaping their obligations for minor operational issues.
47,Dangerous,Broad Force Majeure Definition,FR,"y compris mais sans s'y limiter, tout événement, hors contrôle",15,Medium,Inclut des événements comme les 'grèves' qui devraient être gérables.,Restreindre la définition aux événements imprévisibles et catastrophiques.,La contrepartie échappant à ses obligations pour des problèmes mineurs.
48,Dangerous,Broad Force Majeure Definition,ID,"termasuk namun tidak terbatas pada, kejadian apa pun, di luar kendali, sengketa tenaga kerja",15,Medium,Termasuk kejadian seperti 'pemogokan' atau 'kondisi pasar' yang seharusnya bisa dikelola.,Persempit definisi pada kejadian yang benar-benar tidak terduga dan katastrofik.,Lawan janji melarikan diri dari kewajiban mereka karena masalah operasional kecil.
49,Dangerous,Broad Global Non-Poach,EN,"non-solicitation, global, all employees",20,High,Prohibiting the hiring of ANY staff anywhere in the world.,Limit non-solicitation to 'Key Personnel' worked with on the project.,Inability to hire talented people even for unrelated roles.
50,Dangerous,Broad Global Non-Poach,FR,"non-sollicitation, mondial, tous les employés",20,High,Interdiction d'embaucher TOUT personnel dans le monde entier.,Limiter la non-sollicitation au personnel clé du projet.,Incapacité d'embaucher des talents même pour des rôles non liés.
51,Dangerous,Broad Global Non-Poach,ID,"non-solisitasi, global, semua karyawan",20,High,Melarang perekrutan staf mana pun di seluruh dunia.,Batasi non-solisitasi pada staf kunci yang terlibat proyek.,Ketidakmampuan mempekerjakan orang berbakat untuk peran tidak terkait.
52,Dangerous,Broad IP Grant Back,EN,"IP grant back, feedback ownership, improvements license",25,Critical,Requires the customer to assign ownership or grant broad licenses back to the vendor for any improvements or feedback.,Ensure feedback is provided without transferring intellectual property rights.,Losing proprietary business workflow improvements to the vendor who can sell them to competitors.
53,Dangerous,Broad IP Grant Back,FR,"retrocession PI large, propriété retours, licence améliorations",25,Critical,Exige que le client cède la propriété de toute amélioration ou retour d'expérience au fournisseur.,S'assurer que les retours sont fournis sans transfert de propriété intellectuelle.,Perte d'améliorations de processus propriétaires au profit du fournisseur qui peut les revendre.
54,Dangerous,Broad IP Grant Back,ID,"pemberian kembali IP luas, kepemilikan umpan balik, lisensi perbaikan",25,Critical,Mengharuskan pelanggan mengalihkan kepemilikan atau memberikan lisensi luas kembali kepada vendor atas peningkatan atau umpan balik.,Pastikan umpan balik diberikan tanpa mengalihkan hak kekayaan intelektual.,Kehilangan peningkatan alur kerja bisnis kepemilikan kepada vendor yang dapat menjualnya ke pesaing.
55,Dangerous,Broad Invention Assignment,EN,"assignment, all inventions, related or not",25,Critical,"The company owns every idea you have, even those created at home.",Limit invention assignment to work created during hours using tools.,Loss of ownership of personal IP and creative works.
56,Dangerous,Broad Invention Assignment,FR,"cession, toutes les inventions, liées ou non",25,Critical,"L'entreprise possède chaque idée, même conçue hors travail.",Limiter la cession aux idées créées pendant les heures de travail.,Perte de propriété de la PI personnelle.
57,Dangerous,Broad Invention Assignment,ID,"pengalihan, semua penemuan, terkait atau tidak",25,Critical,"Perusahaan memiliki setiap ide Anda, bahkan yang dibuat di rumah.",Batasi pengalihan pada ide yang dibuat selama jam kerja.,Kehilangan kepemilikan atas IP pribadi dan karya kreatif.
58,Dangerous,Broad Marketing Rights,EN,"marketing, advertising, use name, case study, irrevocable",15,Medium,Giving the vendor the right to use your brand in any way they want.,Limit rights to a specific period and require approval for each use.,Your brand associated with products you don't support.
59,Dangerous,Broad Marketing Rights,FR,"marketing, publicité, utiliser le nom, irrévocable",15,Medium,Droit pour le vendeur d'utiliser votre marque à sa guise.,Limiter les droits et exiger un accord pour chaque usage.,Marque associée à des produits non cautionnés.
60,Dangerous,Broad Marketing Rights,ID,"pemasaran, periklanan, penggunaan nama, tidak dapat dibatalkan",15,Medium,Memberikan hak kepada vendor menggunakan brand Anda sesuka hati.,Batasi hak pada periode tertentu dan wajibkan persetujuan.,Brand Anda dikaitkan dengan produk yang tidak Anda dukung.
61,Dangerous,Broad Non-Circumvention,EN,"non-circumvention, bypass party, direct deals, bypass protection",20,High,"Prevents any direct business dealings with introduced third parties, regardless of the deal type.",Limit non-circumvention strictly to projects directly related to the current agreement.,Severe commercial restriction preventing engagement with common industry vendors.
62,Dangerous,Broad Non-Circumvention,FR,"non-contournement large, contourner partie, affaires directes",20,High,"Empêche toute transaction directe avec des tiers introduits, quel que soit le type de contrat.",Limiter le non-contournement strictement aux projets liés au contrat actuel.,Restriction commerciale sévère empêchant de travailler avec des prestataires courants.
63,Dangerous,Broad Non-Circumvention,ID,"non-sirkumvensi luas, hindari perantara, transaksi langsung",20,High,"Mencegah transaksi bisnis langsung dengan pihak ketiga yang diperkenalkan, tanpa memandang jenis transaksi.",Batasi non-sirkumvensi secara ketat hanya pada proyek yang langsung terkait dengan perjanjian saat ini.,Batasan komersial parah yang mencegah keterlibatan dengan vendor industri umum.
64,Dangerous,Broad Non-Disparagement,EN,"non-disparagement, disparage, negative comments, reputation",15,Medium,Prevents you from making even truthful negative comments about the party.,Exclude truthful testimony in court or reports to regulatory bodies.,Risk of being sued for providing a neutral reference or honest feedback.
65,Dangerous,Broad Non-Disparagement,FR,"non-dénigrement, diffamation, commentaires négatifs, réputation",15,Medium,Vous empêche de faire des commentaires négatifs même véridiques.,Exclure les témoignages véridiques ou rapports réglementaires.,Risque d'être poursuivi pour avoir donné un avis honnête.
66,Dangerous,Broad Non-Disparagement,ID,"non-diskreditasi, menjelek-jelekkan, komentar negatif, reputasi",15,Medium,Mencegah Anda membuat komentar negatif yang jujur sekalipun tentang pihak tersebut.,Kecualikan kesaksian jujur di pengadilan atau laporan ke badan pengatur.,Risiko dituntut karena memberikan referensi netral atau umpan balik jujur.
67,Dangerous,Broad Non-Solicitation of Clients,EN,"non-solicitation, clients, customers, prospective, territory",20,High,Preventing you from working with any of the counterparty's clients.,Limit to 'active' clients you actually worked with during the project.,Massive restriction on your ability to find work in your industry.
68,Dangerous,Broad Non-Solicitation of Clients,FR,"non-sollicitation, clients, prospects, territoire",20,High,Vous empêche de travailler avec les clients de la contrepartie.,Limiter aux clients 'actifs' avec lesquels vous avez réellement travaillé pendant le projet.,Restriction massive de votre capacité à trouver du travail dans votre secteur.
69,Dangerous,Broad Non-Solicitation of Clients,ID,"non-solisitasi, klien, pelanggan, prospektif, wilayah",20,High,Mencegah Anda bekerja dengan klien mana pun dari lawan janji.,Batasi pada klien 'aktif' yang benar-benar Anda tangani selama proyek.,Pembatasan masif pada kemampuan Anda untuk menemukan pekerjaan di industri Anda.
70,Dangerous,Broad Offset Rights,EN,"offset, set-off, deduct, withhold, undisputed",20,High,Allows a party to withhold payments based on unproven or unrelated claims.,Limit set-off to undisputed sums or final court judgments.,Severe cash flow disruption and financial instability for the provider.
71,Dangerous,Broad Offset Rights,FR,"compensation, set-off, déduire, retenir, incontesté",20,High,Permet à une partie de retenir des paiements pour des réclamations non prouvées.,Limiter la compensation aux sommes incontestées ou jugements définitifs.,Grave perturbation de la trésorerie et instabilité financière.
72,Dangerous,Broad Offset Rights,ID,"offset, set-off, potong, tahan, tidak disengketakan",20,High,Memungkinkan satu pihak menahan pembayaran berdasarkan klaim yang tidak terbukti atau tidak terkait.,Batasi set-off hanya pada jumlah yang tidak disengketakan atau putusan pengadilan akhir.,Gangguan arus kas yang parah and ketidakstabilan finansial bagi penyedia.
73,Dangerous,Broad Product Recall Indemnity,EN,"product recall, recall indemnity, recall expenses, recall costs",25,Critical,Holds the supplier liable for all recall costs (including marketing and logistics) regardless of actual component fault allocation.,Limit recall liability strictly to cases where the component was proven to be non-compliant and caused the recall.,Enormous costs of a global product recall can easily bankrupt a component supplier.
74,Dangerous,Broad Product Recall Indemnity,FR,"indemnité rappel produit large, frais de rappel, logistique rappel",25,Critical,Rend le fournisseur responsable de tous les frais de rappel sans égard à l'imputabilité réelle du défaut.,Limiter la responsabilité aux cas où le composant fourni est avéré défectueux et à l'origine du rappel.,Le coût d'un rappel mondial de produit peut facilement ruiner un fournisseur de composants.
75,Dangerous,Broad Product Recall Indemnity,ID,"indemnitas penarikan produk luas, biaya recall, pengeluaran recall",25,Critical,Menyebabkan pemasok bertanggung jawab atas semua biaya penarikan produk (termasuk pemasaran dan logistik) tanpa memandang alokasi kesalahan komponen.,Batasi tanggung jawab penarikan secara ketat pada kasus di mana komponen terbukti tidak patuh dan menyebabkan penarikan.,Biaya penarikan produk global yang sangat besar dapat dengan mudah membangkrutkan pemasok komponen.
76,Dangerous,Broad Right of First Refusal,EN,"right of first refusal, ROFR, competitor restriction, priority option",15,Medium,Restricts the ability to sell assets or enter contracts without first offering them to the other party.,Narrow the scope to specific core assets and set short response deadlines.,Delays transactions and scares off potential buyers or business partners.
77,Dangerous,Broad Right of First Refusal,FR,"droit de premier refus, ROFR, restriction concurrent, option priorité",15,Medium,Restreint la capacité de vendre des actifs sans les proposer d'abord à l'autre partie.,Restreindre la portée aux actifs clés et fixer des délais de réponse courts.,Retarde les transactions et décourage les acheteurs ou partenaires potentiels.
78,Dangerous,Broad Right of First Refusal,ID,"hak penolakan pertama, ROFR, batasan saingan, opsi prioritas",15,Medium,Membatasi kemampuan menjual aset atau masuk kontrak tanpa menawarkan terlebih dahulu ke pihak lain.,Persempit ruang lingkup ke aset inti tertentu dan tetapkan tenggat waktu respons yang singkat.,Menunda transaksi dan menakut-nakuti calon pembeli atau mitra bisnis.
79,Dangerous,Broad Staff Non-Compete,EN,"non-compete, staff",25,Critical,Block all staff from working.,Limit to key rivals.,Recruitment ruin.
80,Dangerous,Broad Staff Non-Compete,FR,"non-concurrence, personnel",25,Critical,Empêcher tout le personnel de travailler ailleurs.,Limiter aux rivaux clés.,Ruine du recrutement.
81,Dangerous,Broad Staff Non-Compete,ID,non-kompetisi staf luas,25,Critical,Blokir semua staf bekerja.,Batasi pada saingan utama.,Rekrutmen hancur.
82,Dangerous,Broad Suspension Rights,EN,"suspension, stop work, interrupt, discretionary, convenience",20,High,Allows a party to stop performance for any reason without providing compensation or notice.,Narrow suspension triggers to specific payment defaults or material breaches only.,Revenue unpredictability and the risk of stranded resources and idle labor costs.
83,Dangerous,Broad Suspension Rights,FR,"suspension, arrêt de travail, interruption, discrétionnaire",20,High,Permet à une partie d'arrêter l'exécution pour n'importe quelle raison sans compensation ni préavis.,Restreindre les déclencheurs de suspension aux seuls défauts de paiement ou manquements graves.,Imprévisibilité des revenus et risque de ressources immobilisées et de coûts de main-d'œuvre inutiles.
84,Dangerous,Broad Suspension Rights,ID,"penangguhan, penghentian pekerjaan, instruksi, diskresioner, kenyamanan",20,High,Memungkinkan satu pihak untuk menghentikan kinerja karena alasan apa pun tanpa memberikan kompensasi atau pemberitahuan.,Persempit pemicu penangguhan hanya pada gagal bayar tertentu atau pelanggaran material saja.,Ketidakpastian pendapatan dan risiko sumber daya yang terdampar serta biaya tenaga kerja yang menganggur.
85,Dangerous,Buyer Subcontractor Right,EN,"subcontractor, buyer",15,Medium,Buyer brings anyone to site.,Require approval for site access.,IP theft risk.
86,Dangerous,Buyer Subcontractor Right,FR,"sous-traitant, acheteur",15,Medium,L'acheteur amène n'importe qui sur le site.,Exiger une approbation d'accès.,Risque de vol de PI.
87,Dangerous,Buyer Subcontractor Right,ID,hak subkontraktor pembeli,15,Medium,Pembeli bawa siapa saja ke situs.,Wajibkan izin akses.,Risiko curi IP.
88,Dangerous,Cash-Only Performance Bond,EN,"performance bond, cash deposit, no letter of credit",20,High,Requiring a massive amount of cash to be locked in a bank account.,Allow for Bank Guarantees or Surety Bonds instead of cash deposits.,Significant cash flow strain and lost opportunity cost.
89,Dangerous,Cash-Only Performance Bond,FR,"caution de performance, dépôt en espèces, sans garantie bancaire",20,High,Exigence de bloquer une somme massive en espèces.,Autoriser les garanties bancaires au lieu des dépôts.,Tension sur la trésorerie et coût d'opportunité.
90,Dangerous,Cash-Only Performance Bond,ID,"jaminan pelaksanaan, deposit tunai, tanpa garansi bank",20,High,Mengharuskan sejumlah besar uang tunai dikunci di rekening bank.,Izinkan Garansi Bank daripada deposit tunai fisik.,Tekanan arus kas signifikan dan hilangnya biaya peluang.
91,Dangerous,Class Action Rights Waiver,EN,"waive class action, class suit waiver, collective action ban",15,Medium,Forces customers or employees to waive their right to participate in class-action lawsuits.,Preserve the right to participate in collective legal actions for systemic violations.,Prevents small claimants from pooling resources to challenge widespread violations.
92,Dangerous,Class Action Rights Waiver,FR,"renonciation recours collectif, interdiction action collective, waiver class action",15,Medium,Force les clients ou employés à renoncer à leur droit de participer à des recours collectifs.,Préserver le droit de participer à des actions collectives en cas de violation systémique.,Empêche les plaignants individuels de mutualiser leurs forces face à des violations globales.
93,Dangerous,Class Action Rights Waiver,ID,"pelepasan hak gugatan kelompok, larangan gugatan massal, waiver class action",15,Medium,Memaksa pelanggan atau karyawan melepaskan hak mereka untuk berpartisipasi dalam gugatan kelompok.,Pertahankan hak untuk berpartisipasi dalam tindakan hukum kolektif untuk pelanggaran sistemik.,Mencegah penggugat kecil mengumpulkan sumber daya untuk menantang pelanggaran yang luas.
94,Dangerous,Confidentiality of Contract Existence,EN,"confidential, existence of agreement, no disclosure",15,Medium,Forbidden from telling anyone that you have a contract with this party.,Allow disclosure of the relationship for general business purposes.,Inability to use the project as a reference for future business.
95,Dangerous,Confidentiality of Contract Existence,FR,"confidentiel, existence de l'accord, aucune divulgation",15,Medium,Interdiction de dire que vous avez un contrat avec cette partie.,Autoriser la divulgation de la relation à des fins commerciales.,Incapacité d'utiliser le projet comme référence.
96,Dangerous,Confidentiality of Contract Existence,ID,"rahasia, keberadaan perjanjian, tidak ada pengungkapan",15,Medium,Dilarang memberi tahu siapa pun Anda memiliki kontrak dengan pihak ini.,Izinkan pengungkapan hubungan untuk tujuan bisnis umum.,Ketidakmampuan menggunakan proyek sebagai referensi bisnis.
97,Dangerous,Continuous Subcontracting Consent,EN,"subcontracting, subcontractor consent, transfer work, sub-vendors",15,Medium,Grants the vendor blanket permission to subcontract any part of the service without notifying the client.,Require prior written consent for subcontracting critical parts of the services.,"Exposure to unvetted third parties, risking data breaches or substandard work."
98,Dangerous,Continuous Subcontracting Consent,FR,"sous-traitance, consentement sous-traitant, transfert de travail",15,Medium,Accorde au fournisseur l'autorisation globale de sous-traiter sans en informer le client.,Exiger un consentement écrit préalable pour la sous-traitance de services critiques.,"Exposition à des tiers non vérifiés, risquant des fuites de données ou un travail bâclé."
99,Dangerous,Continuous Subcontracting Consent,ID,"persetujuan subkontrak, subkontraktor, alihkan pekerjaan, sub-vendor",15,Medium,Memberikan izin umum kepada vendor untuk mensubkontrakkan bagian layanan apa pun tanpa memberi tahu klien.,Wajibkan persetujuan tertulis sebelumnya untuk mensubkontrakkan bagian kritis layanan.,"Paparan terhadap pihak ketiga yang tidak diperiksa, berisiko kebocoran data atau kerja buruk."
