ID,Category,Clause_Name,Language,Keywords,Risk_Score,Impact_Level,Reason,Recommendation,Business_Impact
605,Dangerous,Mandatory Cloud Migration,FR,"migration forcée, cloud obligatoire, changement de plateforme",15,Medium,Force le client à migrer de plateforme à ses frais selon le calendrier du fournisseur.,Plafonner les coûts de migration et exiger l'assistance ou le financement du fournisseur.,Des projets de migration non budgétés consomment des ressources et risquent des interruptions.
606,Dangerous,Mandatory Cloud Migration,ID,"migrasi paksa, cloud wajib, perpindahan platform, perubahan infrastruktur",15,Medium,Memaksa pelanggan bermigrasi platform dengan biaya sendiri sesuai jadwal vendor.,Batasi biaya migrasi dan wajibkan vendor mendanai atau membantu migrasi paksa.,Proyek migrasi tak teranggarkan menghabiskan sumber daya teknik dan berisiko downtime.
607,Dangerous,Data Hostage on Dispute,EN,"data hostage, withhold data, suspend access, dispute, ransom data",25,Critical,Allows the vendor to lock you out of your own data during any billing dispute.,Guarantee continued data access and export rights even during disputes.,Routine billing disagreements can paralyze operations by cutting off critical data.
608,Dangerous,Data Hostage on Dispute,FR,"données otages, rétention de données, suspension d'accès, litige",25,Critical,Permet au fournisseur de vous bloquer l'accès à vos propres données pendant un litige de facturation.,Garantir l'accès et l'export des données même en cas de litige.,Un simple désaccord de facturation peut paralyser l'activité en coupant l'accès aux données.
609,Dangerous,Data Hostage on Dispute,ID,"data disandera, menahan data, menangguhkan akses, sengketa",25,Critical,Mengizinkan vendor mengunci akses Anda ke data sendiri selama sengketa tagihan.,Jamin akses dan hak ekspor data tetap berjalan bahkan selama sengketa.,Perselisihan tagihan rutin dapat melumpuhkan operasi dengan memutus akses ke data penting.
610,Dangerous,Silent Auto-Update Mandate,EN,"silent update, forced update, auto-update, no rollback, mandatory upgrade",15,Medium,Requires acceptance of all automatic updates with no testing window or rollback.,Require a staging window and rollback option for major updates.,Untested updates can break integrations and halt production without warning.
611,Dangerous,Silent Auto-Update Mandate,FR,"mise à jour silencieuse, mise à jour forcée, sans retour arrière",15,Medium,Impose toutes les mises à jour automatiques sans fenêtre de test ni retour arrière.,Exiger une fenêtre de test et une option de retour arrière pour les mises à jour majeures.,Des mises à jour non testées peuvent casser les intégrations et stopper la production.
612,Dangerous,Silent Auto-Update Mandate,ID,"pembaruan diam-diam, pembaruan paksa, tanpa rollback, peningkatan wajib",15,Medium,Mengharuskan penerimaan semua pembaruan otomatis tanpa jendela pengujian atau rollback.,Wajibkan jendela staging dan opsi rollback untuk pembaruan besar.,Pembaruan tanpa pengujian dapat merusak integrasi dan menghentikan produksi tanpa peringatan.
613,Dangerous,Usage Overage Without Cap,EN,"overage, usage billing, no cap, consumption charges, runaway costs",20,High,Bills uncapped overage charges for usage spikes with no ceiling or alerts.,Add a monthly spend cap and automatic alerts before overage billing applies.,"A traffic spike or bug can generate catastrophic, unbudgeted bills."
614,Dangerous,Usage Overage Without Cap,FR,"dépassement, facturation à l'usage, sans plafond, coûts incontrôlés",20,High,"Facture des dépassements sans plafond pour les pics d'usage, sans seuil ni alerte.",Ajouter un plafond de dépense mensuel et des alertes avant toute facturation de dépassement.,Un pic de trafic ou un bug peut générer des factures catastrophiques et non budgétées.
615,Dangerous,Usage Overage Without Cap,ID,"kelebihan penggunaan, tagihan pemakaian, tanpa batas, biaya membengkak",20,High,Menagih kelebihan pemakaian tanpa batas atas saat lonjakan tanpa plafon atau peringatan.,Tambahkan batas pengeluaran bulanan dan peringatan otomatis sebelum tagihan kelebihan berlaku.,Lonjakan trafik atau bug dapat menimbulkan tagihan katastrofik yang tak teranggarkan.
616,Dangerous,Unilateral Encryption Key Custody,EN,"encryption key, key custody, vendor-held keys, no BYOK, key control",20,High,"Vendor retains sole custody of encryption keys, refusing customer-managed keys.",Require bring-your-own-key (BYOK) or customer-controlled key management.,Customer loses ultimate control over data confidentiality and access.
617,Dangerous,Unilateral Encryption Key Custody,FR,"clé de chiffrement, garde des clés, clés détenues par le fournisseur",20,High,Le fournisseur conserve la garde exclusive des clés de chiffrement et refuse les clés gérées par le client.,Exiger la gestion des clés par le client (BYOK).,Le client perd le contrôle ultime de la confidentialité et de l'accès aux données.
618,Dangerous,Unilateral Encryption Key Custody,ID,"kunci enkripsi, penyimpanan kunci, kunci dipegang vendor, kontrol kunci",20,High,Vendor memegang kunci enkripsi secara eksklusif dan menolak kunci yang dikelola pelanggan.,Wajibkan BYOK atau pengelolaan kunci yang dikendalikan pelanggan.,Pelanggan kehilangan kendali penuh atas kerahasiaan dan akses data.
619,Dangerous,No Data Portability,EN,"no data portability, no export, proprietary format, lock-in, vendor format",20,High,"Provides no usable export, trapping data in a proprietary format.","Require export in standard, documented, machine-readable formats on demand.","Switching vendors becomes practically impossible, entrenching lock-in."
620,Dangerous,No Data Portability,FR,"absence de portabilité, pas d'export, format propriétaire, verrouillage",20,High,"N'offre aucun export exploitable, enfermant les données dans un format propriétaire.","Exiger l'export dans des formats standard, documentés et lisibles par machine.","Changer de fournisseur devient pratiquement impossible, renforçant le verrouillage."
621,Dangerous,No Data Portability,ID,"tanpa portabilitas data, tanpa ekspor, format kepemilikan, terkunci vendor",20,High,"Tidak menyediakan ekspor yang dapat digunakan, mengunci data dalam format kepemilikan.","Wajibkan ekspor dalam format standar, terdokumentasi, dan terbaca mesin sesuai permintaan.","Beralih vendor menjadi praktis mustahil, memperkuat ketergantungan."
622,Dangerous,Unilateral Privacy Policy Change,EN,"privacy policy change, unilateral amendment, data use change, posting amendment",20,High,Lets the vendor change how your data is used by merely posting a new policy.,Require advance notice and opt-out rights for any material privacy change.,Data handling can shift to your detriment without negotiated agreement.
623,Dangerous,Unilateral Privacy Policy Change,FR,"modification politique de confidentialité, amendement unilatéral, usage des données",20,High,Permet au fournisseur de modifier l'usage de vos données par simple publication d'une nouvelle politique.,Exiger un préavis et un droit d'opposition pour tout changement substantiel.,Le traitement des données peut évoluer à votre détriment sans accord négocié.
624,Dangerous,Unilateral Privacy Policy Change,ID,"perubahan kebijakan privasi, amandemen sepihak, perubahan penggunaan data",20,High,Mengizinkan vendor mengubah cara data Anda digunakan hanya dengan memublikasikan kebijakan baru.,Wajibkan pemberitahuan di muka dan hak menolak untuk perubahan privasi yang material.,Penanganan data dapat berubah merugikan Anda tanpa kesepakatan yang dirundingkan.
625,Dangerous,Breach Notification Delay Allowance,EN,"breach notification delay, late notice, data breach, slow disclosure",25,Critical,Allows the vendor weeks or months to notify you of a data breach.,Require breach notification within 24-72 hours of discovery.,Delayed disclosure prevents timely mitigation and increases regulatory and victim harm.
626,Dangerous,Breach Notification Delay Allowance,FR,"délai de notification de violation, notification tardive, divulgation lente",25,Critical,Accorde au fournisseur des semaines ou des mois pour vous notifier une violation de données.,Exiger une notification de violation dans les 24 à 72 heures suivant sa découverte.,Une divulgation tardive empêche toute atténuation rapide et aggrave les préjudices.
627,Dangerous,Breach Notification Delay Allowance,ID,"penundaan pemberitahuan pelanggaran, pemberitahuan terlambat, kebocoran data",25,Critical,Memberi vendor waktu berminggu-minggu hingga berbulan-bulan untuk memberi tahu pelanggaran data.,Wajibkan pemberitahuan pelanggaran dalam 24-72 jam setelah ditemukan.,Pemberitahuan yang terlambat mencegah mitigasi tepat waktu dan memperbesar kerugian.
628,Dangerous,Forced Multi-Tenancy,EN,"multi-tenancy, shared infrastructure, no isolation, forced tenancy",15,Medium,Forces shared infrastructure with no option for data isolation.,Offer a single-tenant or isolated option for sensitive workloads.,Noisy-neighbor effects and cross-tenant risk threaten performance and security.
629,Dangerous,Forced Multi-Tenancy,FR,"multi-locataire, infrastructure partagée, sans isolation",15,Medium,Impose une infrastructure partagée sans option d'isolation des données.,Proposer une option mono-locataire ou isolée pour les charges sensibles.,Les effets de voisinage et les risques inter-locataires menacent performance et sécurité.
630,Dangerous,Forced Multi-Tenancy,ID,"multi-tenant, infrastruktur bersama, tanpa isolasi, tenant paksa",15,Medium,Memaksa infrastruktur bersama tanpa opsi isolasi data.,Tawarkan opsi single-tenant atau terisolasi untuk beban kerja sensitif.,Efek tetangga bising dan risiko antar-tenant mengancam kinerja dan keamanan.
631,Dangerous,Backup Responsibility Disclaimer,EN,"no backup, backup disclaimer, data loss, customer responsibility, no recovery",20,High,Disclaims all responsibility for backing up or recovering customer data.,"Require defined backup frequency, retention, and recovery time objectives.",A single failure can permanently destroy data with no contractual recourse.
632,Dangerous,Backup Responsibility Disclaimer,FR,"exclusion de sauvegarde, perte de données, responsabilité du client",20,High,Décline toute responsabilité de sauvegarde ou de récupération des données du client.,"Exiger une fréquence de sauvegarde, une rétention et des objectifs de récupération définis.",Une seule panne peut détruire définitivement les données sans recours contractuel.
633,Dangerous,Backup Responsibility Disclaimer,ID,"tanpa cadangan, penyangkalan backup, kehilangan data, tanggung jawab pelanggan",20,High,Menyangkal semua tanggung jawab mencadangkan atau memulihkan data pelanggan.,"Wajibkan frekuensi backup, retensi, dan target waktu pemulihan yang ditentukan.",Satu kegagalan dapat menghancurkan data secara permanen tanpa upaya hukum kontraktual.
634,Dangerous,Mandatory Data Sharing with Affiliates,EN,"data sharing affiliates, group sharing, broad disclosure, affiliate access",20,High,Permits sharing your data freely across all vendor affiliates worldwide.,Restrict data sharing to named affiliates under equivalent confidentiality terms.,Confidential data spreads across an uncontrolled corporate group and jurisdictions.
635,Dangerous,Mandatory Data Sharing with Affiliates,FR,"partage de données avec filiales, divulgation large, accès des filiales",20,High,Autorise le partage libre de vos données entre toutes les filiales du fournisseur dans le monde.,Limiter le partage à des filiales nommées soumises à des obligations équivalentes.,Des données confidentielles se diffusent dans un groupe incontrôlé et plusieurs juridictions.
636,Dangerous,Mandatory Data Sharing with Affiliates,ID,"berbagi data dengan afiliasi, pengungkapan luas, akses afiliasi",20,High,Mengizinkan berbagi data Anda secara bebas ke seluruh afiliasi vendor di dunia.,Batasi berbagi data hanya ke afiliasi tertentu dengan ketentuan kerahasiaan setara.,Data rahasia menyebar ke grup perusahaan yang tak terkendali dan lintas yurisdiksi.
637,Dangerous,Customer-Funded Security Audits,EN,"customer-funded audit, security audit cost, audit fees, pass-through audit",15,Medium,Requires the customer to pay for the vendor's own security audits.,The vendor should bear the cost of demonstrating its own security compliance.,Costs of the vendor's compliance are improperly shifted to the customer.
638,Dangerous,Customer-Funded Security Audits,FR,"audit financé par le client, coût d'audit de sécurité, refacturation d'audit",15,Medium,Exige que le client paie les audits de sécurité du fournisseur lui-même.,Le fournisseur doit assumer le coût de la démonstration de sa propre conformité.,Les coûts de conformité du fournisseur sont indûment transférés au client.
639,Dangerous,Customer-Funded Security Audits,ID,"audit dibiayai pelanggan, biaya audit keamanan, audit dibebankan",15,Medium,Mengharuskan pelanggan membayar audit keamanan milik vendor sendiri.,Vendor seharusnya menanggung biaya pembuktian kepatuhan keamanannya sendiri.,Biaya kepatuhan vendor secara tidak patut dialihkan ke pelanggan.
640,Dangerous,API Throttling at Will,EN,"API throttling, rate limit, unilateral throttle, degrade service, slow API",15,Medium,Lets the vendor throttle your API access at any time without SLA protection.,Tie API rate limits to documented tiers and SLA-backed guarantees.,"Critical integrations can be silently degraded, breaking dependent systems."
641,Dangerous,API Throttling at Will,FR,"limitation d'API, débit limité, dégradation de service",15,Medium,Permet au fournisseur de limiter votre accès API à tout moment sans garantie de SLA.,Lier les limites d'API à des paliers documentés et garantis par SLA.,"Des intégrations critiques peuvent être dégradées en silence, cassant les systèmes dépendants."
642,Dangerous,API Throttling at Will,ID,"pembatasan API, batas laju, throttle sepihak, layanan menurun",15,Medium,Mengizinkan vendor membatasi akses API Anda kapan saja tanpa perlindungan SLA.,Kaitkan batas laju API dengan tingkatan terdokumentasi dan jaminan berbasis SLA.,"Integrasi penting dapat diturunkan diam-diam, merusak sistem yang bergantung."
643,Dangerous,Shadow IT Liability Shift,EN,"shadow IT, liability shift, unauthorized use, broad customer liability",20,High,Holds the customer liable for any unsanctioned employee use of the service.,Limit liability to authorized accounts and provide admin controls to prevent misuse.,Unbounded liability arises from activity the customer cannot fully control.
644,Dangerous,Shadow IT Liability Shift,FR,"informatique fantôme, transfert de responsabilité, usage non autorisé",20,High,Tient le client responsable de tout usage non autorisé par ses employés.,Limiter la responsabilité aux comptes autorisés et fournir des contrôles administrateur.,Une responsabilité illimitée naît d'une activité que le client ne maîtrise pas totalement.
645,Dangerous,Shadow IT Liability Shift,ID,"shadow IT, pengalihan tanggung jawab, penggunaan tak sah, tanggung jawab luas",20,High,Membebani pelanggan atas penggunaan layanan oleh karyawan yang tidak disetujui.,Batasi tanggung jawab pada akun resmi dan sediakan kontrol admin untuk mencegah penyalahgunaan.,Tanggung jawab tak terbatas timbul dari aktivitas yang tak sepenuhnya dapat dikendalikan pelanggan.
646,Dangerous,Forced Beta Participation,EN,"mandatory beta, forced beta, unstable release, no opt-out beta",15,Medium,Requires the customer to run pre-release software on production systems.,Make beta participation opt-in and exclude beta defects from your obligations.,Unstable code on production threatens reliability and data integrity.
647,Dangerous,Forced Beta Participation,FR,"bêta obligatoire, version instable, sans désinscription",15,Medium,Exige que le client exécute des logiciels en pré-version sur ses systèmes de production.,Rendre la participation bêta facultative et exclure les défauts bêta de vos obligations.,Du code instable en production menace la fiabilité et l'intégrité des données.
648,Dangerous,Forced Beta Participation,ID,"beta wajib, beta paksa, rilis tidak stabil, tanpa opsi keluar",15,Medium,Mengharuskan pelanggan menjalankan perangkat lunak pra-rilis di sistem produksi.,Jadikan partisipasi beta opsional dan kecualikan cacat beta dari kewajiban Anda.,Kode tidak stabil di produksi mengancam keandalan dan integritas data.
649,Dangerous,Deprecation Without Migration Path,EN,"deprecation, no migration path, end of life, sunset, abrupt removal",20,High,Allows abrupt deprecation of APIs or features with no migration path or support.,Require minimum deprecation notice and a documented migration path.,Dependent systems break with no time or tooling to adapt.
650,Dangerous,Deprecation Without Migration Path,FR,"obsolescence sans voie de migration, fin de vie, retrait abrupt",20,High,Permet l'obsolescence brutale d'API ou de fonctions sans voie de migration ni support.,Exiger un préavis minimal d'obsolescence et une voie de migration documentée.,Les systèmes dépendants cassent sans délai ni outils pour s'adapter.
651,Dangerous,Deprecation Without Migration Path,ID,"deprekasi, tanpa jalur migrasi, akhir masa pakai, penghapusan mendadak",20,High,Mengizinkan deprekasi API atau fitur secara mendadak tanpa jalur migrasi atau dukungan.,Wajibkan pemberitahuan deprekasi minimum dan jalur migrasi terdokumentasi.,Sistem yang bergantung rusak tanpa waktu atau alat untuk beradaptasi.
652,Dangerous,Unilateral Data Center Relocation,EN,"data center relocation, region change, data residency, move data, jurisdiction shift",15,Medium,"Lets the vendor move data to any region, breaking residency requirements.",Require consent before relocating data outside agreed jurisdictions.,Data may move to jurisdictions that violate regulatory or contractual residency.
653,Dangerous,Unilateral Data Center Relocation,FR,"déménagement de centre de données, changement de région, résidence des données",15,Medium,"Permet au fournisseur de déplacer les données vers toute région, rompant la résidence des données.",Exiger un consentement avant tout transfert hors des juridictions convenues.,Les données peuvent migrer vers des juridictions violant la résidence requise.
654,Dangerous,Unilateral Data Center Relocation,ID,"relokasi pusat data, perubahan wilayah, residensi data, perpindahan yurisdiksi",15,Medium,"Mengizinkan vendor memindahkan data ke wilayah mana pun, melanggar persyaratan residensi.",Wajibkan persetujuan sebelum memindahkan data ke luar yurisdiksi yang disepakati.,Data dapat berpindah ke yurisdiksi yang melanggar residensi regulasi atau kontrak.
655,Dangerous,Clawback of Signing Bonus,EN,"signing bonus clawback, bonus repayment, recoup bonus, repay on exit",20,High,Requires full repayment of a signing bonus if the employee leaves within years.,Prorate any clawback and exclude departures for good reason or layoffs.,"Employees are financially trapped, repaying money already spent and taxed."
656,Dangerous,Clawback of Signing Bonus,FR,"récupération prime d'embauche, remboursement de prime, restitution au départ",20,High,Exige le remboursement intégral de la prime d'embauche en cas de départ avant plusieurs années.,Prorater toute récupération et exclure les départs pour motif légitime ou licenciement.,"Les salariés sont piégés financièrement, remboursant une somme déjà dépensée et imposée."
657,Dangerous,Clawback of Signing Bonus,ID,"klawback bonus penandatanganan, pengembalian bonus, tagih kembali bonus",20,High,Mengharuskan pengembalian penuh bonus penandatanganan jika karyawan keluar dalam beberapa tahun.,Hitung klawback secara proporsional dan kecualikan keluar dengan alasan sah atau PHK.,"Karyawan terjebak finansial, mengembalikan uang yang sudah dibelanjakan dan dipajaki."
658,Dangerous,Unilateral Commission Change,EN,"commission change, unilateral comp change, plan change, retroactive commission",20,High,"Allows the employer to change the commission plan at any time, even retroactively.",Require notice and prohibit retroactive changes to earned commissions.,Earned income can be slashed after the work that generated it is done.
659,Dangerous,Unilateral Commission Change,FR,"modification unilatérale des commissions, changement de plan, rétroactif",20,High,"Permet à l'employeur de modifier le plan de commissions à tout moment, même rétroactivement.",Exiger un préavis et interdire les modifications rétroactives des commissions acquises.,Le revenu acquis peut être amputé après l'exécution du travail qui l'a généré.
660,Dangerous,Unilateral Commission Change,ID,"perubahan komisi sepihak, ubah skema komisi, komisi retroaktif",20,High,"Mengizinkan pemberi kerja mengubah skema komisi kapan saja, bahkan secara retroaktif.",Wajibkan pemberitahuan dan larang perubahan retroaktif atas komisi yang sudah diperoleh.,Penghasilan yang sudah diperoleh dapat dipangkas setelah pekerjaan penghasilnya selesai.
661,Dangerous,Garden Leave Without Pay,EN,"garden leave, unpaid leave, restricted period, no pay notice period",20,High,Forces a long unpaid non-working notice period restricting other employment.,Require full pay during any enforced garden leave period.,The worker is barred from earning anywhere while receiving no income.
662,Dangerous,Garden Leave Without Pay,FR,"congé de jardinage non payé, période restreinte, préavis sans solde",20,High,Impose un long préavis non travaillé et non payé interdisant tout autre emploi.,Exiger le maintien intégral du salaire pendant toute période de congé de jardinage imposée.,Le salarié ne peut gagner sa vie nulle part tout en ne percevant aucun revenu.
663,Dangerous,Garden Leave Without Pay,ID,"cuti taman tanpa bayar, periode terbatas, masa pemberitahuan tanpa gaji",20,High,Memaksa masa pemberitahuan panjang tanpa bekerja dan tanpa bayar yang membatasi pekerjaan lain.,Wajibkan pembayaran penuh selama masa garden leave yang dipaksakan.,Pekerja dilarang mencari nafkah di mana pun sementara tidak menerima penghasilan.
664,Dangerous,Mandatory Personal Vehicle Use,EN,"personal vehicle, own car required, no reimbursement, mileage, vehicle mandate",15,Medium,Requires using a personal vehicle for work with no fair reimbursement.,Reimburse mileage at statutory rates and cover insurance and wear.,Employees subsidize business costs out of their own pockets.
665,Dangerous,Mandatory Personal Vehicle Use,FR,"usage du véhicule personnel, voiture exigée, sans remboursement",15,Medium,Exige l'usage d'un véhicule personnel pour le travail sans remboursement équitable.,Rembourser les kilomètres au taux légal et couvrir assurance et usure.,Les salariés subventionnent les coûts de l'entreprise sur leurs propres deniers.
666,Dangerous,Mandatory Personal Vehicle Use,ID,"wajib pakai kendaraan pribadi, mobil sendiri, tanpa penggantian, tunjangan jarak",15,Medium,Mengharuskan penggunaan kendaraan pribadi untuk kerja tanpa penggantian yang adil.,Ganti biaya per kilometer sesuai tarif resmi dan tanggung asuransi serta keausan.,Karyawan mensubsidi biaya bisnis dari kantong mereka sendiri.
667,Dangerous,Biometric Data Collection Mandate,EN,"biometric data, fingerprint, facial scan, mandatory biometrics, no consent",25,Critical,Mandates collection of biometric data as a condition of employment without safeguards.,"Require explicit consent, strict retention limits, and deletion on termination.",Irreplaceable biometric identifiers are exposed to breach and misuse forever.
668,Dangerous,Biometric Data Collection Mandate,FR,"données biométriques, empreinte, scan facial, biométrie obligatoire",25,Critical,Impose la collecte de données biométriques comme condition d'emploi sans garde-fous.,"Exiger un consentement explicite, des limites de rétention strictes et la suppression au départ.",Des identifiants biométriques irremplaçables sont exposés à jamais aux violations et abus.
669,Dangerous,Biometric Data Collection Mandate,ID,"data biometrik, sidik jari, pindai wajah, biometrik wajib, tanpa persetujuan",25,Critical,Mewajibkan pengumpulan data biometrik sebagai syarat kerja tanpa pengaman.,"Wajibkan persetujuan tegas, batas retensi ketat, dan penghapusan saat berhenti.",Identitas biometrik yang tak tergantikan terpapar pelanggaran dan penyalahgunaan selamanya.
670,Dangerous,Forfeiture of Unused Leave,EN,"leave forfeiture, lose vacation, use it or lose it, no payout, accrued leave",15,Medium,Forfeits all accrued leave on departure with no payout where law allows otherwise.,"Pay out accrued, vested leave on termination per statutory minimums.","Earned time off is simply erased, a hidden pay cut."
671,Dangerous,Forfeiture of Unused Leave,FR,"perte des congés acquis, congés non payés au départ",15,Medium,Fait perdre tous les congés acquis au départ sans indemnité là où la loi le permet autrement.,Indemniser les congés acquis au départ selon les minimums légaux.,"Le temps de repos acquis est purement effacé, une baisse de salaire déguisée."
672,Dangerous,Forfeiture of Unused Leave,ID,"hangus cuti, kehilangan cuti, cuti tak dibayar saat keluar, cuti terkumpul",15,Medium,Menghanguskan seluruh cuti yang terkumpul saat keluar tanpa pembayaran padahal hukum membolehkan.,Bayarkan cuti terkumpul yang sudah hak saat berhenti sesuai minimum hukum.,"Hak istirahat yang sudah diperoleh dihapus begitu saja, pemotongan gaji tersembunyi."
673,Dangerous,Recruitment Fee Repayment,EN,"recruitment fee, repay hiring cost, agency fee clawback, training repayment",20,High,Requires employees to repay recruitment and onboarding costs if they leave early.,These are employer business costs and should not be charged back to staff.,Workers face debt to the employer for ordinary costs of being hired.
674,Dangerous,Recruitment Fee Repayment,FR,"remboursement des frais de recrutement, restitution coût d'embauche",20,High,Exige que les salariés remboursent les frais de recrutement et d'intégration en cas de départ anticipé.,Ce sont des coûts de l'employeur qui ne doivent pas être refacturés au personnel.,Les travailleurs s'endettent envers l'employeur pour des coûts ordinaires d'embauche.
675,Dangerous,Recruitment Fee Repayment,ID,"pengembalian biaya rekrutmen, bayar kembali biaya agen, klawback pelatihan",20,High,Mengharuskan karyawan mengembalikan biaya rekrutmen dan orientasi jika keluar lebih awal.,Ini biaya bisnis pemberi kerja dan tidak boleh dibebankan kembali ke staf.,Pekerja terjerat utang ke pemberi kerja atas biaya wajar saat dipekerjakan.
676,Dangerous,Unilateral Demotion Rights,EN,"unilateral demotion, reduce role, downgrade, demote without cause",20,High,Lets the employer demote and cut pay at will without cause or process.,"Require cause, process, and consent for any demotion or pay reduction.",Job security is illusory; status and income can drop at the employer's whim.
677,Dangerous,Unilateral Demotion Rights,FR,"rétrogradation unilatérale, déclassement sans motif",20,High,"Permet à l'employeur de rétrograder et réduire la paie à volonté, sans motif ni procédure.","Exiger un motif, une procédure et un consentement pour toute rétrogradation ou baisse de salaire.",La sécurité d'emploi est illusoire; statut et revenu peuvent chuter au gré de l'employeur.
678,Dangerous,Unilateral Demotion Rights,ID,"hak penurunan jabatan sepihak, turunkan peran, demosi tanpa alasan",20,High,Mengizinkan pemberi kerja menurunkan jabatan dan memotong gaji sesuka hati tanpa alasan atau proses.,"Wajibkan alasan, proses, dan persetujuan untuk setiap demosi atau pemotongan gaji.",Keamanan kerja menjadi semu; status dan penghasilan bisa turun atas kehendak pemberi kerja.
679,Dangerous,Mandatory Overtime No Premium,EN,"mandatory overtime, no premium pay, forced overtime, unpaid extra hours",20,High,Requires unlimited mandatory overtime with no premium or limit.,Cap mandatory overtime and pay statutory premium rates.,Workers face exhaustion and effectively lower hourly pay.
680,Dangerous,Mandatory Overtime No Premium,FR,"heures supplémentaires obligatoires sans majoration, heures forcées",20,High,Exige des heures supplémentaires obligatoires illimitées sans majoration ni plafond.,Plafonner les heures supplémentaires et payer les majorations légales.,Les travailleurs s'épuisent pour un salaire horaire effectif réduit.
681,Dangerous,Mandatory Overtime No Premium,ID,"lembur wajib tanpa premi, lembur paksa, jam tambahan tanpa bayar",20,High,Mewajibkan lembur tanpa batas tanpa premi atau pembatasan.,Batasi lembur wajib dan bayar tarif premi sesuai ketentuan hukum.,Pekerja menghadapi kelelahan dan upah per jam yang efektif lebih rendah.
682,Dangerous,Whistleblower Penalty,EN,"whistleblower penalty, retaliation, punish reporting, gag, discourage disclosure",25,Critical,Penalizes employees who report misconduct or legal violations.,Remove the clause; whistleblower protection is legally protected and non-waivable.,Illegal conduct goes unreported as staff fear punishment for speaking up.
683,Dangerous,Whistleblower Penalty,FR,"pénalité lanceur d'alerte, représailles, sanction du signalement, bâillon",25,Critical,Sanctionne les salariés qui signalent des fautes ou des violations légales.,Supprimer la clause; la protection des lanceurs d'alerte est d'ordre public et irrévocable.,Les agissements illégaux restent cachés car le personnel craint d'être puni.
